BuildTreeFromTemplateTime,ChunkId,ChunkSize,Compressor,File,MatchTemplateTime,Original Compress Time,Original Decompress Time,Original Size,Original Size Compreseed,Prep: Total compressed size,Prep: Total compression time,Prep: Total decompression time,PreprocessingTime,TemplateSize,UniqueNumTemplates,UniqueNumVariables,VariableSize
0.001971,27,16K,gzip,HDFS,0.024232,0.003326,0.002418,16322,2011.0,5588.0,0.334341,0.340714,0.051537,5562,5,121,5909
0.001971,27,16K,deflate,HDFS,0.024232,0.009194,0.008101,16322,2149.0,15631.0,0.606531,0.622298,0.051537,5562,5,121,5909
0.001971,27,16K,lz4,HDFS,0.024232,0.003777,0.003802,16322,3460.0,6256.0,0.346119,0.351318,0.051537,5562,5,121,5909
0.001971,26,16K,gzip,HDFS,0.018923,0.003312,0.00248,16315,2224.0,6127.0,0.342858,0.343451,0.045974,5582,6,149,5936
0.001971,26,16K,deflate,HDFS,0.018923,0.009697,0.008325,16315,2340.0,16467.0,0.646226,0.625909,0.045974,5582,6,149,5936
0.001971,26,16K,lz4,HDFS,0.018923,0.004015,0.004131,16315,3707.0,6987.0,0.354933,0.370669,0.045974,5582,6,149,5936
0.001971,21,16K,gzip,HDFS,0.023584,0.003397,0.002473,16320,2218.0,5930.0,0.343369,0.332188,0.05048,4910,5,142,6289
0.001971,21,16K,deflate,HDFS,0.023584,0.008002,0.007105,16320,2343.0,15955.0,0.643808,0.628708,0.05048,4910,5,142,6289
0.001971,21,16K,lz4,HDFS,0.023584,0.00284,0.003427,16320,3762.0,6934.0,0.346521,0.363878,0.05048,4910,5,142,6289
0.001971,52,16K,gzip,HDFS,0.019511,0.003343,0.002404,16319,2192.0,5945.0,0.3491,0.352037,0.046749,5846,6,144,5758
0.001971,52,16K,deflate,HDFS,0.019511,0.010508,0.008261,16319,2288.0,16293.0,0.647549,0.621726,0.046749,5846,6,144,5758
0.001971,52,16K,lz4,HDFS,0.019511,0.003663,0.003695,16319,3636.0,6723.0,0.354556,0.365021,0.046749,5846,6,144,5758
0.001971,13,16K,gzip,HDFS,0.018449,0.003237,0.002356,16332,1373.0,2408.0,0.072318,0.078293,0.041455,7070,1,119,5076
0.001971,13,16K,deflate,HDFS,0.018449,0.00892,0.007819,16332,1494.0,4791.0,0.166375,0.148217,0.041455,7070,1,119,5076
0.001971,13,16K,lz4,HDFS,0.018449,0.004744,0.004165,16332,2252.0,3345.0,0.084694,0.083507,0.041455,7070,1,119,5076
0.001971,9,16K,gzip,HDFS,0.01911,0.003328,0.002432,16307,1999.0,5519.0,0.33849,0.354644,0.045839,5338,5,127,5664
0.001971,9,16K,deflate,HDFS,0.01911,0.009073,0.00692,16307,2148.0,15314.0,0.615207,0.643063,0.045839,5338,5,127,5664
0.001971,9,16K,lz4,HDFS,0.01911,0.004267,0.004197,16307,3499.0,6132.0,0.349897,0.351123,0.045839,5338,5,127,5664
0.001971,5,16K,gzip,HDFS,0.018569,0.003462,0.002585,16334,2098.0,5847.0,0.334091,0.345877,0.044901,5792,5,143,6058
0.001971,5,16K,deflate,HDFS,0.018569,0.009736,0.006432,16334,2211.0,15894.0,0.631982,0.616337,0.044901,5792,5,143,6058
0.001971,5,16K,lz4,HDFS,0.018569,0.003444,0.003076,16334,3478.0,6709.0,0.346102,0.358752,0.044901,5792,5,143,6058
0.001971,0,16K,gzip,HDFS,0.018336,0.003367,0.002488,16242,2361.0,5455.0,0.258655,0.27098,0.044646,4339,5,178,6937
0.001971,0,16K,deflate,HDFS,0.018336,0.009188,0.005214,16242,2482.0,13235.0,0.479284,0.478698,0.044646,4339,5,178,6937
0.001971,0,16K,lz4,HDFS,0.018336,0.003891,0.003529,16242,3961.0,6735.0,0.282213,0.290886,0.044646,4339,5,178,6937
0.001971,57,16K,gzip,HDFS,0.021599,0.003378,0.002472,16334,1318.0,2394.0,0.076935,0.082252,0.045796,7070,1,123,5078
0.001971,57,16K,deflate,HDFS,0.021599,0.008695,0.007486,16334,1451.0,4787.0,0.160614,0.147353,0.045796,7070,1,123,5078
0.001971,57,16K,lz4,HDFS,0.021599,0.003202,0.003533,16334,2128.0,3287.0,0.081299,0.08849,0.045796,7070,1,123,5078
0.001971,47,16K,gzip,HDFS,0.018835,0.003275,0.002334,16222,2339.0,6896.0,0.410853,0.424585,0.047049,5067,7,152,6225
0.001971,47,16K,deflate,HDFS,0.018835,0.009089,0.007425,16222,2450.0,19194.0,0.773888,0.782351,0.047049,5067,7,152,6225
0.001971,47,16K,lz4,HDFS,0.018835,0.004502,0.004161,16222,3848.0,7544.0,0.424374,0.433574,0.047049,5067,7,152,6225
0.001971,44,16K,gzip,HDFS,0.014266,0.003546,0.002829,16314,2239.0,5941.0,0.343006,0.324805,0.041009,5528,5,152,5936
0.001971,44,16K,deflate,HDFS,0.014266,0.008665,0.007591,16314,2364.0,15976.0,0.621178,0.636394,0.041009,5528,5,152,5936
0.001971,44,16K,lz4,HDFS,0.014266,0.00456,0.002857,16314,3737.0,6824.0,0.355332,0.363266,0.041009,5528,5,152,5936
0.001971,25,16K,gzip,HDFS,0.019104,0.003307,0.002426,16332,2133.0,5892.0,0.332107,0.349428,0.04595,5835,5,147,6112
0.001971,25,16K,deflate,HDFS,0.019104,0.008851,0.007501,16332,2249.0,15927.0,0.609726,0.610797,0.04595,5835,5,147,6112
0.001971,25,16K,lz4,HDFS,0.019104,0.004476,0.004401,16332,3506.0,6737.0,0.335356,0.353783,0.04595,5835,5,147,6112
0.001971,39,16K,gzip,HDFS,0.014325,0.003547,0.002754,16362,1999.0,5760.0,0.345489,0.356254,0.041208,6015,6,126,6028
0.001971,39,16K,deflate,HDFS,0.014325,0.009735,0.005673,16362,2100.0,16085.0,0.655545,0.641202,0.041208,6015,6,126,6028
0.001971,39,16K,lz4,HDFS,0.014325,0.004884,0.00479,16362,3251.0,6331.0,0.360062,0.36889,0.041208,6015,6,126,6028
0.001971,36,16K,gzip,HDFS,0.016214,0.003583,0.002873,16301,2155.0,3718.0,0.109501,0.11928,0.040062,3100,1,226,9570
0.001971,36,16K,deflate,HDFS,0.016214,0.009454,0.008395,16301,2402.0,6983.0,0.22442,0.199694,0.040062,3100,1,226,9570
0.001971,36,16K,lz4,HDFS,0.016214,0.003165,0.002987,16301,3600.0,5323.0,0.104655,0.116844,0.040062,3100,1,226,9570
0.001971,41,16K,gzip,HDFS,0.019248,0.003407,0.002463,16278,2005.0,4027.0,0.180632,0.186059,0.044294,4843,3,135,5781
0.001971,41,16K,deflate,HDFS,0.019248,0.009327,0.007287,16278,2148.0,9310.0,0.343042,0.34905,0.044294,4843,3,135,5781
0.001971,41,16K,lz4,HDFS,0.019248,0.003249,0.003424,16278,3668.0,5281.0,0.186981,0.188249,0.044294,4843,3,135,5781
0.001971,35,16K,gzip,HDFS,0.023069,0.003304,0.00237,16354,2099.0,5802.0,0.337024,0.328448,0.05004,5393,5,140,5825
0.001971,35,16K,deflate,HDFS,0.023069,0.008006,0.007626,16354,2217.0,15587.0,0.616886,0.619868,0.05004,5393,5,140,5825
0.001971,35,16K,lz4,HDFS,0.023069,0.004402,0.004639,16354,3543.0,6453.0,0.355053,0.365369,0.05004,5393,5,140,5825
0.001971,50,16K,gzip,HDFS,0.01902,0.003347,0.002306,16370,2172.0,6023.0,0.33566,0.354619,0.046258,5681,6,145,5963
0.001971,50,16K,deflate,HDFS,0.01902,0.008676,0.007026,16370,2282.0,16355.0,0.656608,0.656305,0.046258,5681,6,145,5963
0.001971,50,16K,lz4,HDFS,0.01902,0.004509,0.004221,16370,3707.0,6853.0,0.368592,0.36111,0.046258,5681,6,145,5963
0.001971,45,16K,gzip,HDFS,0.018851,0.003321,0.002335,16274,2178.0,7316.0,0.498998,0.485322,0.047448,5741,7,149,6209
0.001971,45,16K,deflate,HDFS,0.018851,0.009227,0.007638,16274,2270.0,21564.0,0.867186,0.895625,0.047448,5741,7,149,6209
0.001971,45,16K,lz4,HDFS,0.018851,0.004092,0.004239,16274,3512.0,7637.0,0.508896,0.502455,0.047448,5741,7,149,6209
0.001971,6,16K,gzip,HDFS,0.016838,0.003634,0.002769,16294,2124.0,7359.0,0.499298,0.524252,0.045587,5531,8,133,5999
0.001971,6,16K,deflate,HDFS,0.016838,0.009887,0.006356,16294,2243.0,22124.0,0.961187,0.939616,0.045587,5531,8,133,5999
0.001971,6,16K,lz4,HDFS,0.016838,0.003228,0.003047,16294,3601.0,7542.0,0.537984,0.546911,0.045587,5531,8,133,5999
0.001971,42,16K,gzip,HDFS,0.021644,0.003391,0.002435,16234,2105.0,5880.0,0.349784,0.352071,0.048962,5334,6,134,6031
0.001971,42,16K,deflate,HDFS,0.021644,0.009839,0.006105,16234,2235.0,16245.0,0.626493,0.654368,0.048962,5334,6,134,6031
0.001971,42,16K,lz4,HDFS,0.021644,0.003282,0.003094,16234,3601.0,6631.0,0.356952,0.362242,0.048962,5334,6,134,6031
0.001971,48,16K,gzip,HDFS,0.02372,0.003324,0.002461,16319,2228.0,6094.0,0.320679,0.350575,0.051012,5649,6,143,6100
0.001971,48,16K,deflate,HDFS,0.02372,0.008358,0.007173,16319,2338.0,16451.0,0.666038,0.672817,0.051012,5649,6,143,6100
0.001971,48,16K,lz4,HDFS,0.02372,0.002662,0.00278,16319,3665.0,6991.0,0.349999,0.377101,0.051012,5649,6,143,6100
0.001971,49,16K,gzip,HDFS,0.015631,0.003665,0.002928,16355,3204.0,5795.0,0.198173,0.198611,0.041802,4175,3,282,6903
0.001971,49,16K,deflate,HDFS,0.015631,0.009939,0.006349,16355,3288.0,11461.0,0.366284,0.370051,0.041802,4175,3,282,6903
0.001971,49,16K,lz4,HDFS,0.015631,0.005057,0.004098,16355,5195.0,8058.0,0.204087,0.200416,0.041802,4175,3,282,6903
0.001971,43,16K,gzip,HDFS,0.019131,0.003371,0.002438,16315,2144.0,5859.0,0.348913,0.346163,0.046243,5606,6,140,5769
0.001971,43,16K,deflate,HDFS,0.019131,0.009468,0.00618,16315,2269.0,16183.0,0.660205,0.636499,0.046243,5606,6,140,5769
0.001971,43,16K,lz4,HDFS,0.019131,0.002962,0.002716,16315,3655.0,6725.0,0.367054,0.373602,0.046243,5606,6,140,5769
0.001971,37,16K,gzip,HDFS,0.018957,0.0033,0.002422,16306,2057.0,5695.0,0.334724,0.33858,0.045776,5565,5,132,5886
0.001971,37,16K,deflate,HDFS,0.018957,0.009265,0.007615,16306,2175.0,15748.0,0.627142,0.594805,0.045776,5565,5,132,5886
0.001971,37,16K,lz4,HDFS,0.018957,0.004192,0.004755,16306,3577.0,6432.0,0.353248,0.349517,0.045776,5565,5,132,5886
0.001971,18,16K,gzip,HDFS,0.02283,0.003622,0.002777,16266,2365.0,7021.0,0.424868,0.416289,0.051322,4535,7,174,7430
0.001971,18,16K,deflate,HDFS,0.02283,0.008502,0.006774,16266,2501.0,19602.0,0.803758,0.767469,0.051322,4535,7,174,7430
0.001971,18,16K,lz4,HDFS,0.02283,0.003536,0.004193,16266,3765.0,7786.0,0.432286,0.450878,0.051322,4535,7,174,7430
