ChunkId,ChunkSize,Compressor,File,Original Compress Time,Original Decompress Time,Original Size,Original Size Compreseed,Prep: Total compressed size,Prep: Total compression time,Prep: Total decompression time,PreprocessingTime,TemplateSize,UniqueNumTemplates,UniqueNumVariables,VariableSize
39,16K,deflate,Thunderbird,0.022349,0.019942,16368,2552.0,37616.0,4.887692,4.967762,6.159234,5118,69,99,2456
39,16K,lz4,Thunderbird,0.016293,0.014813,16368,3628.0,8254.0,4.1525,4.151037,6.159234,5118,69,99,2456
17,16K,gzip,Thunderbird,0.014047,0.016134,16349,2486.0,15397.0,5.96708,5.87694,6.195425,4829,83,90,2475
17,16K,deflate,Thunderbird,0.01824,0.019991,16349,2571.0,54205.0,7.227741,7.283333,6.195425,4829,83,90,2475
17,16K,lz4,Thunderbird,0.013883,0.015865,16349,3652.0,11551.0,6.009252,5.993918,6.195425,4829,83,90,2475
45,16K,gzip,Thunderbird,0.01402,0.016478,16383,3310.0,16223.0,6.219354,6.231652,6.898564,6112,97,99,1164
45,16K,deflate,Thunderbird,0.020402,0.018711,16383,3384.0,57094.0,7.579868,7.545584,6.898564,6112,97,99,1164
45,16K,lz4,Thunderbird,0.016592,0.015897,16383,4710.0,12070.0,6.338953,6.371332,6.898564,6112,97,99,1164
98,16K,gzip,Thunderbird,0.014076,0.014678,16291,2265.0,12770.0,4.458597,4.453133,13.11352,7958,29,52,1468
98,16K,deflate,Thunderbird,0.020168,0.018187,16291,2376.0,42429.0,5.412063,5.39482,13.11352,7958,29,52,1468
98,16K,lz4,Thunderbird,0.016875,0.015752,16291,3398.0,11504.0,4.562964,4.528694,13.11352,7958,29,52,1468
23,16K,gzip,Thunderbird,0.013994,0.016245,16307,1575.0,3229.0,0.833436,0.816599,6.101029,4909,2,68,3163
23,16K,deflate,Thunderbird,0.018154,0.020251,16307,1625.0,9020.0,1.012481,1.007199,6.101029,4909,2,68,3163
23,16K,lz4,Thunderbird,0.020391,0.014275,16307,2855.0,4272.0,0.854484,0.858401,6.101029,4909,2,68,3163
8,16K,gzip,Thunderbird,0.013929,0.014886,16285,1944.0,6014.0,1.93253,1.969264,6.111225,4899,8,73,3011
8,16K,deflate,Thunderbird,0.018417,0.019062,16285,1938.0,19250.0,2.343159,2.360055,6.111225,4899,8,73,3011
8,16K,lz4,Thunderbird,0.017053,0.018017,16285,3204.0,6367.0,1.961137,2.006915,6.111225,4899,8,73,3011
54,16K,gzip,Thunderbird,0.015551,0.015653,16381,2053.0,11371.0,4.031585,4.053434,13.479106,8173,17,51,1535
54,16K,deflate,Thunderbird,0.017975,0.018968,16381,2177.0,38372.0,4.904747,4.91748,13.479106,8173,17,51,1535
54,16K,lz4,Thunderbird,0.015537,0.014626,16381,3122.0,10068.0,4.091628,4.120696,13.479106,8173,17,51,1535
9,16K,gzip,Thunderbird,0.01427,0.015708,16354,2655.0,22201.0,8.651177,8.675809,6.201024,5581,53,76,2535
9,16K,deflate,Thunderbird,0.019257,0.019118,16354,2761.0,78626.0,10.638954,10.725491,6.201024,5581,53,76,2535
9,16K,lz4,Thunderbird,0.01964,0.014049,16354,3931.0,17002.0,8.784182,8.829,6.201024,5581,53,76,2535
83,16K,gzip,Thunderbird,0.014032,0.014961,16092,1197.0,6476.0,2.403109,2.379366,6.184772,6702,9,14,3990
83,16K,deflate,Thunderbird,0.021801,0.020255,16092,1287.0,22855.0,2.861523,2.838349,6.184772,6702,9,14,3990
83,16K,lz4,Thunderbird,0.01669,0.017008,16092,1738.0,5853.0,2.424676,2.411907,6.184772,6702,9,14,3990
14,16K,gzip,Thunderbird,0.01401,0.015076,16350,746.0,4411.0,1.60363,1.60156,6.1781,7240,4,14,4091
14,16K,deflate,Thunderbird,0.019399,0.018233,16350,850.0,15624.0,1.905566,1.888253,6.1781,7240,4,14,4091
14,16K,lz4,Thunderbird,0.015799,0.014305,16350,991.0,4079.0,1.632216,1.630874,6.1781,7240,4,14,4091
6,16K,gzip,Thunderbird,0.013992,0.014975,16324,1113.0,6371.0,2.368696,2.354378,6.224117,6850,8,14,4514
6,16K,deflate,Thunderbird,0.017865,0.017704,16324,1224.0,22622.0,2.788349,2.795795,6.224117,6850,8,14,4514
6,16K,lz4,Thunderbird,0.017857,0.018851,16324,1536.0,5606.0,2.417922,2.433148,6.224117,6850,8,14,4514
46,16K,gzip,Thunderbird,0.016114,0.017618,16369,911.0,4493.0,1.61092,1.615616,6.214375,7081,4,8,4256
46,16K,deflate,Thunderbird,0.020185,0.017648,16369,1011.0,15668.0,1.917123,1.900844,6.214375,7081,4,8,4256
46,16K,lz4,Thunderbird,0.016699,0.015296,16369,1316.0,4250.0,1.622876,1.653235,6.214375,7081,4,8,4256
78,16K,gzip,Thunderbird,0.014329,0.014664,16297,2397.0,15100.0,5.606638,5.638716,10.260422,7433,40,79,1683
78,16K,deflate,Thunderbird,0.01917,0.018347,16297,2507.0,51721.0,6.854203,6.799069,10.260422,7433,40,79,1683
78,16K,lz4,Thunderbird,0.021137,0.015068,16297,3578.0,12134.0,5.738009,5.736119,10.260422,7433,40,79,1683
70,16K,gzip,Thunderbird,0.014135,0.016394,16299,2913.0,15368.0,5.807142,5.762736,6.519967,5431,100,127,1572
70,16K,deflate,Thunderbird,0.021069,0.017155,16299,3011.0,53169.0,7.032746,7.114863,6.519967,5431,100,127,1572
70,16K,lz4,Thunderbird,0.016011,0.014778,16299,4220.0,11925.0,5.921817,5.861846,6.519967,5431,100,127,1572
79,16K,gzip,Thunderbird,0.014162,0.015677,16322,3050.0,14248.0,5.498089,5.55097,6.187685,5494,100,125,1620
79,16K,deflate,Thunderbird,0.017655,0.01965,16322,3118.0,50398.0,6.752241,6.707587,6.187685,5494,100,125,1620
79,16K,lz4,Thunderbird,0.014256,0.016433,16322,4325.0,10754.0,5.6247,5.603783,6.187685,5494,100,125,1620
72,16K,gzip,Thunderbird,0.014082,0.016914,16358,1554.0,3316.0,0.844681,0.859143,6.061201,3822,3,4,2092
72,16K,deflate,Thunderbird,0.020504,0.020372,16358,1575.0,9124.0,1.008711,1.006986,6.061201,3822,3,4,2092
