ChunkId,ChunkSize,Compressor,File,Original Compress Time,Original Decompress Time,Original Size,Original Size Compreseed,Prep: Total compressed size,Prep: Total compression time,Prep: Total decompression time,PreprocessingTime,TemplateSize,UniqueNumTemplates,UniqueNumVariables,VariableSize
15,16K,deflate,HDFS,0.009242,0.006106,16250,2625.0,19754.0,0.798772,0.794907,0.045339,5083,7,179,6492
15,16K,lz4,HDFS,0.00329,0.002753,16250,4110.0,8169.0,0.443478,0.434499,0.045339,5083,7,179,6492
14,16K,gzip,HDFS,0.003648,0.002828,16264,2108.0,6512.0,0.414843,0.415167,0.046803,5395,6,134,5724
14,16K,deflate,HDFS,0.010587,0.006426,16264,2233.0,18707.0,0.772025,0.814685,0.046803,5395,6,134,5724
14,16K,lz4,HDFS,0.003871,0.003662,16264,3676.0,7025.0,0.441477,0.431726,0.046803,5395,6,134,5724
30,16K,gzip,HDFS,0.003628,0.002904,16320,2096.0,5880.0,0.342182,0.354131,0.048587,5875,5,139,6082
30,16K,deflate,HDFS,0.008795,0.007743,16320,2244.0,15885.0,0.646698,0.616188,0.048587,5875,5,139,6082
30,16K,lz4,HDFS,0.004397,0.004245,16320,3517.0,6672.0,0.343139,0.375481,0.048587,5875,5,139,6082
89,16K,gzip,HDFS,0.003313,0.002484,16344,1330.0,2420.0,0.078319,0.081849,0.041506,7070,1,124,5088
89,16K,deflate,HDFS,0.008039,0.006194,16344,1460.0,4806.0,0.15097,0.149916,0.041506,7070,1,124,5088
89,16K,lz4,HDFS,0.004381,0.004535,16344,2178.0,3349.0,0.081403,0.087356,0.041506,7070,1,124,5088
7,16K,gzip,HDFS,0.003459,0.002484,16378,2051.0,6466.0,0.426641,0.406509,0.046442,5995,7,127,5666
7,16K,deflate,HDFS,0.008211,0.006183,16378,2179.0,19005.0,0.795066,0.814742,0.046442,5995,7,127,5666
7,16K,lz4,HDFS,0.003309,0.003121,16378,3496.0,6848.0,0.454098,0.458845,0.046442,5995,7,127,5666
5,16K,gzip,HDFS,0.003405,0.002458,16334,2098.0,5845.0,0.343013,0.355752,0.043482,5792,5,143,6058
5,16K,deflate,HDFS,0.010309,0.008053,16334,2211.0,15890.0,0.649571,0.641488,0.043482,5792,5,143,6058
5,16K,lz4,HDFS,0.004803,0.00325,16334,3478.0,6710.0,0.360799,0.370139,0.043482,5792,5,143,6058
18,16K,gzip,HDFS,0.003566,0.002594,16266,2365.0,7020.0,0.403953,0.43292,0.044554,4535,7,174,7430
18,16K,deflate,HDFS,0.009127,0.007841,16266,2501.0,19605.0,0.817388,0.796025,0.044554,4535,7,174,7430
18,16K,lz4,HDFS,0.00407,0.004386,16266,3765.0,7779.0,0.438447,0.459636,0.044554,4535,7,174,7430
46,16K,gzip,HDFS,0.003645,0.002865,16347,2177.0,5995.0,0.345436,0.346121,0.045462,6339,5,161,6123
46,16K,deflate,HDFS,0.009088,0.006292,16347,2257.0,16040.0,0.643419,0.654269,0.045462,6339,5,161,6123
46,16K,lz4,HDFS,0.004789,0.004329,16347,3466.0,6872.0,0.355243,0.363754,0.045462,6339,5,161,6123
6,16K,gzip,HDFS,0.003599,0.00276,16294,2124.0,7363.0,0.528956,0.494368,0.048078,5531,8,133,5999
6,16K,deflate,HDFS,0.007603,0.005652,16294,2243.0,22126.0,0.971567,0.947956,0.048078,5531,8,133,5999
6,16K,lz4,HDFS,0.003411,0.003305,16294,3601.0,7533.0,0.54197,0.542076,0.048078,5531,8,133,5999
64,16K,gzip,HDFS,0.003431,0.002565,16338,2188.0,5966.0,0.356848,0.362169,0.045213,5684,6,139,5928
64,16K,deflate,HDFS,0.009015,0.008222,16338,2321.0,16292.0,0.670724,0.666178,0.045213,5684,6,139,5928
64,16K,lz4,HDFS,0.004337,0.004005,16338,3674.0,6745.0,0.372306,0.380175,0.045213,5684,6,139,5928
1,16K,gzip,HDFS,0.003604,0.002893,16383,2214.0,5956.0,0.354209,0.363604,0.045648,5844,6,138,5857
1,16K,deflate,HDFS,0.008623,0.006307,16383,2299.0,16317.0,0.675679,0.653038,0.045648,5844,6,138,5857
1,16K,lz4,HDFS,0.004481,0.00422,16383,3617.0,6725.0,0.369594,0.375733,0.045648,5844,6,138,5857
73,16K,gzip,HDFS,0.003431,0.002572,16280,2063.0,5759.0,0.331194,0.341868,0.042899,5823,5,137,5988
73,16K,deflate,HDFS,0.009758,0.007579,16280,2182.0,15786.0,0.648465,0.650509,0.042899,5823,5,137,5988
73,16K,lz4,HDFS,0.003742,0.003826,16280,3452.0,6501.0,0.345024,0.364495,0.042899,5823,5,137,5988
32,16K,gzip,HDFS,0.003273,0.002414,16341,1322.0,2419.0,0.072429,0.080121,0.041677,7070,1,128,5085
32,16K,deflate,HDFS,0.008454,0.007719,16341,1471.0,4807.0,0.166762,0.147225,0.041677,7070,1,128,5085
32,16K,lz4,HDFS,0.004556,0.004383,16341,2162.0,3373.0,0.087603,0.086932,0.041677,7070,1,128,5085
36,16K,gzip,HDFS,0.003604,0.00286,16301,2155.0,3717.0,0.108711,0.115746,0.038946,3100,1,226,9570
36,16K,deflate,HDFS,0.010089,0.008368,16301,2402.0,6990.0,0.207442,0.203538,0.038946,3100,1,226,9570
36,16K,lz4,HDFS,0.003486,0.003342,16301,3600.0,5299.0,0.113409,0.110215,0.038946,3100,1,226,9570
69,16K,gzip,HDFS,0.003626,0.002837,16358,2165.0,5977.0,0.35546,0.339259,0.044524,5567,6,138,6046
69,16K,deflate,HDFS,0.008471,0.007226,16358,2293.0,16328.0,0.656554,0.66621,0.044524,5567,6,138,6046
69,16K,lz4,HDFS,0.004001,0.003805,16358,3585.0,6748.0,0.349436,0.354953,0.044524,5567,6,138,6046
75,16K,gzip,HDFS,0.003622,0.002908,16243,2073.0,5813.0,0.340479,0.333234,0.044512,5789,5,141,5954
75,16K,deflate,HDFS,0.007163,0.005324,16243,2190.0,15849.0,0.632698,0.625084,0.044512,5789,5,141,5954
75,16K,lz4,HDFS,0.004177,0.003896,16243,3435.0,6591.0,0.352785,0.364407,0.044512,5789,5,141,5954
56,16K,gzip,HDFS,0.003463,0.002694,16348,1334.0,2423.0,0.076012,0.081672,0.040372,7070,1,129,5092
56,16K,deflate,HDFS,0.00944,0.006805,16348,1471.0,4817.0,0.155563,0.159118,0.040372,7070,1,129,5092
56,16K,lz4,HDFS,0.004329,0.004064,16348,2183.0,3407.0,0.081049,0.087881,0.040372,7070,1,129,5092
84,16K,gzip,HDFS,0.003335,0.002393,16372,1987.0,5672.0,0.342885,0.351989,0.046193,6106,5,133,5858
84,16K,deflate,HDFS,0.009067,0.007707,16372,2104.0,15745.0,0.649726,0.62841,0.046193,6106,5,133,5858
84,16K,lz4,HDFS,0.004109,0.003881,16372,3310.0,6397.0,0.365717,0.365184,0.046193,6106,5,133,5858
43,16K,gzip,HDFS,0.003669,0.002884,16315,2144.0,5856.0,0.344598,0.340567,0.045828,5606,6,140,5769
43,16K,deflate,HDFS,0.00941,0.006376,16315,2269.0,16190.0,0.676476,0.640085,0.045828,5606,6,140,5769
43,16K,lz4,HDFS,0.003386,0.003301,16315,3655.0,6722.0,0.376512,0.367303,0.045828,5606,6,140,5769
12,16K,gzip,HDFS,0.003406,0.002467,16328,2210.0,5927.0,0.345455,0.343821,0.046127,5488,5,147,5967
12,16K,deflate,HDFS,0.010629,0.006361,16328,2334.0,15972.0,0.674005,0.615523,0.046127,5488,5,147,5967
12,16K,lz4,HDFS,0.004324,0.003873,16328,3694.0,6877.0,0.348832,0.354435,0.046127,5488,5,147,5967
70,16K,gzip,HDFS,0.003554,0.002765,16382,2185.0,5886.0,0.347363,0.343909,0.041655,5632,6,138,5859
70,16K,deflate,HDFS,0.00871,0.007813,16382,2305.0,16228.0,0.665885,0.639915,0.041655,5632,6,138,5859
70,16K,lz4,HDFS,0.003831,0.004012,16382,3647.0,6642.0,0.362369,0.37644,0.041655,5632,6,138,5859
83,16K,gzip,HDFS,0.003617,0.00284,16287,2148.0,5934.0,0.352347,0.347031,0.045192,5604,6,142,5923
83,16K,deflate,HDFS,0.009827,0.00741,16287,2274.0,16281.0,0.675552,0.672016,0.045192,5604,6,142,5923
83,16K,lz4,HDFS,0.003408,0.003059,16287,3592.0,6718.0,0.355588,0.370729,0.045192,5604,6,142,5923
37,16K,gzip,HDFS,0.003584,0.002744,16306,2057.0,5694.0,0.31811,0.343416,0.043878,5565,5,132,5886
37,16K,deflate,HDFS,0.008576,0.006648,16306,2175.0,15753.0,0.653556,0.624519,0.043878,5565,5,132,5886
37,16K,lz4,HDFS,0.00484,0.004305,16306,3577.0,6438.0,0.362556,0.366747,0.043878,5565,5,132,5886
93,16K,gzip,HDFS,0.003636,0.002802,16275,2057.0,5807.0,0.339347,0.339443,0.045194,5767,6,132,5946
93,16K,deflate,HDFS,0.009425,0.006949,16275,2200.0,16178.0,0.650522,0.645899,0.045194,5767,6,132,5946
93,16K,lz4,HDFS,0.004558,0.004686,16275,3446.0,6491.0,0.363864,0.36799,0.045194,5767,6,132,5946
34,16K,gzip,HDFS,0.0036,0.002781,16359,2159.0,5915.0,0.330116,0.338911,0.043943,5651,5,148,5966
