ChunkId,ChunkSize,Compressor,File,Original Compress Time,Original Decompress Time,Original Size,Original Size Compreseed,Prep: Total compressed size,Prep: Total compression time,Prep: Total decompression time,PreprocessingTime,TemplateSize,UniqueNumTemplates,UniqueNumVariables,VariableSize
78,256K,deflate,Windows,0.025822,0.007032,262141,19121.0,71379.0,3.88774,3.924937,1.631971,100692,16,470,114066
78,256K,lz4,Windows,0.006172,0.005397,262141,27189.0,29305.0,2.36153,2.370147,1.631971,100692,16,470,114066
47,256K,gzip,Windows,0.006228,0.004604,261826,16802.0,32703.0,2.962113,2.958569,2.608322,93030,19,546,121710
47,256K,deflate,Windows,0.02667,0.007027,261826,16930.0,91868.0,5.379303,5.339887,2.608322,93030,19,546,121710
47,256K,lz4,Windows,0.005403,0.005758,261826,26876.0,33183.0,3.268379,3.234137,2.608322,93030,19,546,121710
39,256K,gzip,Windows,0.006632,0.004754,262017,18714.0,38432.0,3.704346,3.625272,1.896534,98951,21,537,115852
39,256K,deflate,Windows,0.025381,0.0072,262017,18873.0,110419.0,6.532944,6.532208,1.896534,98951,21,537,115852
39,256K,lz4,Windows,0.004698,0.004393,262017,30436.0,39531.0,3.907985,3.952187,1.896534,98951,21,537,115852
53,256K,gzip,Windows,0.006497,0.004724,262096,17539.0,32039.0,3.29424,3.256685,2.239047,96250,20,386,118526
53,256K,deflate,Windows,0.028099,0.00723,262096,17789.0,96847.0,5.895727,5.933279,2.239047,96250,20,386,118526
53,256K,lz4,Windows,0.006377,0.00603,262096,28627.0,31177.0,3.457492,3.514755,2.239047,96250,20,386,118526
64,256K,gzip,Windows,0.006209,0.00475,262021,7650.0,39536.0,4.329474,4.387159,4.878809,85719,29,291,124930
64,256K,deflate,Windows,0.02466,0.007236,262021,9368.0,129176.0,7.985787,8.042035,4.878809,85719,29,291,124930
64,256K,lz4,Windows,0.005457,0.005466,262021,12017.0,39312.0,4.696752,4.768502,4.878809,85719,29,291,124930
0,256K,gzip,Windows,0.006447,0.004866,262087,18389.0,30631.0,3.412895,3.401067,1.751317,100145,20,203,114495
0,256K,deflate,Windows,0.02606,0.00721,262087,18763.0,99621.0,6.216985,6.189792,1.751317,100145,20,203,114495
0,256K,lz4,Windows,0.005502,0.005806,262087,12523.0,28188.0,3.681547,3.700732,1.751317,100145,20,203,114495
84,256K,gzip,Windows,0.006428,0.004928,261997,16969.0,32276.0,3.550328,3.570971,2.49098,94660,21,279,119201
84,256K,deflate,Windows,0.024071,0.007279,261997,17198.0,103892.0,6.416891,6.536357,2.49098,94660,21,279,119201
84,256K,lz4,Windows,0.005003,0.004272,261997,13452.0,30276.0,3.798534,3.899649,2.49098,94660,21,279,119201
89,256K,gzip,Windows,0.006492,0.004926,262062,18997.0,33928.0,3.279724,3.206727,1.661444,100917,19,530,113669
89,256K,deflate,Windows,0.022054,0.007632,262062,19098.0,95492.0,5.699296,5.750151,1.661444,100917,19,530,113669
89,256K,lz4,Windows,0.005445,0.00444,262062,31069.0,34202.0,3.404167,3.476771,1.661444,100917,19,530,113669
32,256K,gzip,Windows,0.006392,0.00516,261901,18731.0,22103.0,1.610104,1.585123,1.617567,100417,9,508,114308
32,256K,deflate,Windows,0.026469,0.007877,261901,18838.0,51610.0,2.673109,2.656829,1.617567,100417,9,508,114308
32,256K,lz4,Windows,0.007677,0.006389,261901,30743.0,26859.0,1.64414,1.665628,1.617567,100417,9,508,114308
22,256K,gzip,Windows,0.005905,0.004774,262106,5960.0,32669.0,3.624876,3.621294,7.134548,62735,21,281,150914
22,256K,deflate,Windows,0.023039,0.007178,262106,6604.0,106114.0,6.553827,6.511974,7.134548,62735,21,281,150914
22,256K,lz4,Windows,0.005611,0.005408,262106,8559.0,36253.0,3.844405,3.880588,7.134548,62735,21,281,150914
68,256K,gzip,Windows,0.006592,0.004988,262125,17662.0,38845.0,3.579995,3.437352,2.239972,95897,20,688,119126
68,256K,deflate,Windows,0.025142,0.007904,262125,17940.0,105411.0,6.153549,6.18932,2.239972,95897,20,688,119126
68,256K,lz4,Windows,0.007301,0.005763,262125,22363.0,40590.0,3.720723,3.7321,2.239972,95897,20,688,119126
65,256K,gzip,Windows,0.006543,0.004854,262033,17317.0,33878.0,3.510565,3.415071,2.279638,96398,20,420,117435
